@class,id,subsite,node,sensor,method,stream,beginDT,endDT,annotation,exclusionFlag,source,qcFlag,parameters,parameters_affected,reasoning
.AnnotationRecord,4707,CE04OSPS,PC01B,4B-PHSENA106,,,2022-11-24 06:00:00+00:00,2023-01-15 01:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4708,CE04OSPS,PC01B,4B-PHSENA106,,,2023-01-23 18:00:00+00:00,2023-01-27 11:00:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,4709,CE04OSPS,PC01B,4B-PHSENA106,,,2023-01-29 22:00:00+00:00,2023-08-15 13:01:00+00:00,HITL review and automated quality assessments determined that the data during this time period are inaccurate. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,5421,CE04OSPS,SF01B,2A-CTDPFA107,,,2024-02-07 15:30:35+00:00,2024-02-08 03:44:00+00:00,"Low oxygen readings were seen during HITL QC checks, corresponding to a short-term conductivity drop.",False,m.vardaro@gmail.com,suspect,[],['corrected_dissolved_oxygen'],"Low oxygen readings flagged suspect, corresponding to a short-term conductivity drop."
.AnnotationRecord,5569,CE04OSPS,PC01B,4A-CTDPFA109,,,2024-05-06 07:44:40+00:00,2024-05-08 19:39:57+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,[],"['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Conductivity drop (likely clogged cell) makes conductivity-derived salinity, density, and salinity-corrected DO suspect."
.AnnotationRecord,5672,CE04OSPS,PC01B,4A-CTDPFA109,,,2024-06-13 20:59:39+00:00,2024-06-17 12:17:43+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,[],"['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Conductivity drop (likely clogged cell) makes conductivity-derived salinity, density, and salinity-corrected DO suspect."
.AnnotationRecord,5802,CE04OSPS,SF01B,4F-PCO2WA102,streamed,,2024-08-09 12:33:00+00:00,2024-11-02 03:32:00+00:00,"HITL and automated data review show that data are out of range and suspect, due to possible sensor malfunction. Investigation is ongoing.",False,m.vardaro@gmail.com,suspect,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",pCO2 data flagged suspect and out of range due to possible sensor malfunction.
.AnnotationRecord,5801,CE04OSPS,PC01B,4D-PCO2WA105,streamed,,2024-08-09 12:33:00+00:00,2024-10-02 23:05:11+00:00,"Instrument is sampling irregularly and at a reduced rate, although the raw data show timestamps for the expected sampling frequency, and currently appears to be responding normally to manual commands. A ground fault was noted and port current is abnormally high following a power cycle. High current seems correlated to opening and closing the serial port (current low when serial port closed). Downloaded/erased instrument, tried running blank sample and cycling pump. No major issues noted other than the continued high current while serial port opened. Power cycled instrument, then re-launched and switched digi back to TCP mode. Data became inconsistent and then invalid. Instrument has a large ground fault (202,3), was powered down and alarms silenced.",False,m.vardaro@gmail.com,suspect,[],['pco2_seawater'],Instrument sampling irregularly with a ground fault; data became inconsistent and then invalid.
.AnnotationRecord,6177,CE04OSPS,PC01B,4D-PCO2WA105,streamed,,2024-10-02 23:05:11+00:00,2025-08-04 21:40:00+00:00,"Data are invalid, and instrument has a large ground fault (202,3). Instrument powered down and alarms silenced.",False,m.vardaro@gmail.com,not_operational,[],['pco2_seawater'],Data declared invalid; large ground fault preceding instrument power-down.
.AnnotationRecord,5877,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2024-10-03 18:00:00+00:00,2024-11-09 11:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period (starting on 3 Oct). Avoid using the highlighted data in any analyses.,False,m.vardaro@gmail.com,fail,[],['ph_seawater'],HITL review and automated QC determined pH data are inaccurate during this period.
.AnnotationRecord,5881,CE04OSPS,SF01B,2A-CTDPFA107,streamed,,2024-10-17 20:47:53+00:00,2024-11-06 22:47:05+00:00,"HITL review and automated quality assessments found an unusual and persistent drop in conductivity values. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution.",False,m.vardaro@gmail.com,suspect,[],"['sea_water_practical_salinity', 'sea_water_density']",Persistent conductivity drop makes salinity- and density-derived products suspect.
.AnnotationRecord,5924,CE04OSPS,SF01B,4F-PCO2WA102,streamed,,2024-11-02 03:32:00+00:00,2025-08-04 21:40:00+00:00,"Data from this instrument has been outside of valid ranges and noisy since deployment. Since 2 November, raw data files exist, but are not being processed correctly by the system. Data are invalid, and instrument has a large ground fault (392,-9). Instrument powered down and alarms silenced.",False,m.vardaro@gmail.com,not_operational,[],"['pco2_seawater', 'partial_pressure_co2_ssw', 'xco2_atm']",Annotation states pCO2 data are invalid and out of valid ranges since deployment despite not_operational flag.
.AnnotationRecord,5947,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2024-11-28 17:00:00+00:00,2024-12-17 17:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period (starting on 20 Nov). Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data during this period.
.AnnotationRecord,6188,CE04OSPS,SF01B,2A-CTDPFA107,streamed,ctdpf_sbe43_sample,2025-01-25 04:43:44+00:00,2025-02-06 23:34:56+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]","['sea_water_practical_salinity', 'sea_water_density']",Sudden persistent conductivity drop (possible clogged cell) makes salinity/density suspect.
.AnnotationRecord,6194,CE04OSPS,PC01B,4A-CTDPFA109,streamed,ctdpf_optode_sample,2025-02-06 21:16:36+00:00,2025-02-12 04:57:15+00:00,"HITL review showed a sudden and persistent drop in conductivity values that could be due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution during this time period.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]","['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Conductivity drop (likely clogged cell) makes conductivity-derived salinity, density, and salinity-corrected DO suspect."
.AnnotationRecord,6195,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2025-02-07 00:00:01+00:00,2025-02-20 08:00:01+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data during this period.
.AnnotationRecord,6216,CE04OSPS,SF01B,2B-PHSENA108,streamed,,2025-02-18 17:32:06+00:00,2025-08-04 21:40:00+00:00,"A significant ground fault on this instrument was detected on 18 Feb 2025. Raw data appeared to be coming in, but the files were smaller than usual and unreadable. Checks found that it was drawing very little current (0.2 mA) and not properly responding to commands, even after a power cycle. Instrument has been marked as failed and powered down.",False,m.vardaro@gmail.com,not_operational,[],['ph_seawater'],Annotation states pH raw files were unreadable/invalid amid a significant ground fault despite not_operational flag.
.AnnotationRecord,6279,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2025-03-27 02:00:00+00:00,2025-06-10 06:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data during this period.
.AnnotationRecord,6395,CE04OSPS,SF01B,2A-CTDPFA107,streamed,ctdpf_sbe43_sample,2025-06-26 19:16:14+00:00,2025-07-07 08:40:38+00:00,"We observed an unusual and sudden drop in conductivity values, possibly due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]","['sea_water_practical_salinity', 'sea_water_density']",Sudden conductivity drop (possible clogged cell) makes salinity/density suspect.
.AnnotationRecord,6447,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2025-08-16 14:00:00+00:00,2025-08-21 01:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data during this period.
.AnnotationRecord,6596,CE04OSPS,PC01B,4B-PHSENA106,streamed,,2025-09-24 03:00:00+00:00,2025-09-27 00:00:00+00:00,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],HITL review found unusually noisy pH data during this period.
.AnnotationRecord,6742,CE04OSPS,PC01B,4A-CTDPFA109,streamed,ctdpf_optode_sample,2025-12-26 20:38:43+00:00,2026-01-08 15:34:01+00:00,"HITL review and automated quality assessments found unusually noisy conductivity and salinity data during this time period, possibly due to a clogged conductivity cell. Any parameters that rely on conductivity (salinity, density, etc.) should be used with caution.",False,m.vardaro@gmail.com,suspect,"[194, 5, 13, 910]","['sea_water_practical_salinity', 'corrected_dissolved_oxygen', 'sea_water_density']","Conductivity drop (likely clogged cell) makes conductivity-derived salinity, density, and salinity-corrected DO suspect."
.AnnotationRecord,6807,CE04OSPS,SF01B,2B-PHSENA108,streamed,,2026-01-26 22:13:04+00:00,,HITL review and automated quality assessments found unusually noisy data during this time period. Avoid using the highlighted data in any analysis.,False,m.vardaro@gmail.com,suspect,[],['ph_seawater'],pH data flagged suspect; unusually noisy values.
